,name,link,price,price_original
10,PROCESSOR INTEL CORE I3-10100F Box - Intel Core i3 10100f,https://www.tokopedia.com/ezzycom/processor-intel-core-i3-10100f-box-intel-core-i3-10100f?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1030000,1030000
11,Processor Intel Core i3-10100F TRAY 3.6GHz LGA1200 NO FAN - NO BOX,https://www.tokopedia.com/dbklikse/processor-intel-core-i3-10100f-tray-3-6ghz-lga1200-no-fan-no-box?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1040000,1040000
12,Processor Intel Core I3-10105F Box 3.7GHz LGA1200 - Intel I3 10105F,https://www.tokopedia.com/dbklikse/processor-intel-core-i3-10105f-box-3-7ghz-lga1200-intel-i3-10105f?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1180000,1180000
13,PROCESSOR INTEL CORE i3 4150 TRAY HASWELL PROSESOR i3 SOCKET LGA 1150,https://www.tokopedia.com/sj-com/processor-intel-core-i3-4150-tray-haswell-prosesor-i3-socket-lga-1150?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch%26whid%3D21653&refined=true,193000,193000
14,Processor Intel Core I3 10100 Box Comet Lake Socket LGA 1200,https://www.tokopedia.com/tpediapc/processor-intel-core-i3-10100-box-comet-lake-socket-lga-1200?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1640000,1640000
15,Intel Core i3 10105 - 4 Cores 8 Threads 4.4Ghz Box,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_epopjposHObm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSz2Q31i6sJf6AJNH_ypH_yDUMoFyaUEos1Fbm-FQRo2PcB5QiUEoiFiy3hSUstiqfuNPfYagVY7QOYFrMYjP3o79fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstfbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHsjNbAHNoAVPbm-X9foxQMz2gcV7guYxgIHi6syDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-jg3yibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEH_JR6ZdfoA17bm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Q1OE_32u81Y1qRxHuOVd332gPJNIz_o61pnO_32goJh9z_uoqj7p3jzg8jOk3_ogq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PE3I2oo1NJzsxMzRPNyjrNHfgU8IoouRxfgAod6VjaZ3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9B6qMoO_jzz81O1z_o68BJa_32zoJNJyfBHe72E3_UN8u23692qu7gN3_-Sq1Y2Z9B6qMWO_32o8JYJe926zcod_92zHJNJu3BM1_7YUiFiyfhOrRzBrBY2gVYfHiUEHseO6_rDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHNoAJibmUp6_jNUB7DUMPaQRuF9Ro7rMV7g3PNUs2QHZFa9ZFirI-2yfuwyMBjUstfo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEH_HOoaddopHN6AHRHpKdHsjDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHsHRH_rpH_1F6_JaosKR6_-Y?pub_domain=0&is_search=1&ob=23&src=search&management_type=1&t=desktop&pub_id=0&pub_unit=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fanandamcomputer%2Fintel-core-i3-10105-4-cores-8-threads-4-4ghz-box%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=processor+i3&page=3&dv=desktop,1648000,1648000
16,Processor Intel Core I3-10105F Box 3.7GHz LGA1200 - Intel I3 10105F,https://www.tokopedia.com/dbklikindonesia/processor-intel-core-i3-10105f-box-3-7ghz-lga1200-intel-i3-10105f?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1180000,1180000
17,INTEL CORE I3 10100F | Processor Intel Gen 10 Comet Lake LGA 1200,https://www.tokopedia.com/tpediapc/intel-core-i3-10100f-processor-intel-gen-10-comet-lake-lga-1200?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1175000,1175000
18,Intel Core i3 10100F Processor Comet Lake-S LGA 1200 4 Core Gen 10,https://www.tokopedia.com/duniastorage/intel-core-i3-10100f-processor-comet-lake-s-lga-1200-4-core-gen-10?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1175000,1175000
19,Processor Intel Core I3 12100 Box Alder Lake Socket LGA 1700,https://www.tokopedia.com/redfalcon/processor-intel-core-i3-12100-box-alder-lake-socket-lga-1700?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1899000,1899000
20,Processor INTEL Core i3-12100F Box 3.3GHz LGA1700- Intel I3 12100F Box,https://www.tokopedia.com/dbclick/processor-intel-core-i3-12100f-box-3-3ghz-lga1700-intel-i3-12100f-box?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch%26whid%3D70055&refined=true,1660000,1660000
21,Processor Intel Core I3 10105 Box Comet Lake Socket LGA 1200,https://www.tokopedia.com/ezzycom/processor-intel-core-i3-10105-box-comet-lake-socket-lga-1200?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1519000,1950000
22,Processor Intel Core i3 13100,https://www.tokopedia.com/omegapremium/processor-intel-core-i3-13100?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,2459000,2459000
23,Processor Intel Core I3 13100F Box Raptor Lake Socket LGA 1700,https://www.tokopedia.com/redfalcon/processor-intel-core-i3-13100f-box-raptor-lake-socket-lga-1700?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1915000,1915000
24,Processor Intel Core I3 13100 Box Raptor Lake Socket LGA 1700,https://www.tokopedia.com/reformasicompute/processor-intel-core-i3-13100-box-raptor-lake-socket-lga-1700?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,2640000,2640000
25,Processor Intel Core I3-10100 Box LGA1200 - Intel Core I3 10100 Box,https://www.tokopedia.com/dbklikindonesia/processor-intel-core-i3-10100-box-lga1200-intel-core-i3-10100-box?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1640000,1640000
26,Processor Intel Core i3 12100,https://www.tokopedia.com/omegapremium/processor-intel-core-i3-12100?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,2109000,2109000
27,Processor Intel Core I3-10100F Box LGA1200 - Proc Intel Core I3 10100F,https://www.tokopedia.com/dbklikmalang-21/processor-intel-core-i3-10100f-box-lga1200-proc-intel-core-i3-10100f?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1180000,1180000
28,Processor Intel Core i3 10105 3.7 GHz BOX SOCKET 1200 GARANSI 3 TAHUN,https://www.tokopedia.com/superstorecom/processor-intel-core-i3-10105-3-7-ghz-box-socket-1200-garansi-3-tahun?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1950000,1950000
29,Processor Intel Core i3 10100F LGA 1200 TRAY+fan GARANSI RESMI,https://www.tokopedia.com/yoestore/processor-intel-core-i3-10100f-lga-1200-tray-fan-garansi-resmi?extParam=ivf%3Dfalse%26shop_tier%3D2%26src%3Dsearch&refined=true,1060000,1060000
